pc,beta,var_frac,best_tissue,best_corr,corr_B,corr_CD14_M,corr_CD16_M,corr_GC,corr_DSC_A,corr_DSC_B,corr_EVT,corr_proEVT,corr_fEC,corr_LEC,corr_Epi,corr_Ery,corr_FB,corr_vEC,corr_pvSMC,corr_SCT,corr_SCT_A,corr_SCT_B,corr_proSCT,corr_T,corr_VCT,corr_cycling_VCT,corr_aEC,corr_avVCT,corr_cDC,corr_cilated,corr_dNK,corr_eS,corr_eEVT,corr_iEVT,corr_uDSC,corr_pEVT,corr_HB
PC39,0.0688084819830608,0.0112300544610487,Ery,0.0116939758135669,0.00586593949502931,0.00811118992112034,0.00897514391743438,0.0110206993298053,0.0101556493770781,0.00987428268038202,0.00824352759945441,0.00973998067912851,0.00900661911657594,0.00759748981276834,0.0061339090805204,0.0116939758135669,0.0112312630672928,0.010131558302026,0.0107382181165677,0.0100840001381517,0.0107966949809719,0.00932168402341394,0.0110795589424152,0.00775908859690331,0.0106347984502955,0.00978575454890882,0.0113768494463226,0.0103119136133481,0.00939373940353152,0.00693054992402102,0.00943097389543096,0.010362137861674,0.00942597509218293,0.0091857723039429,0.00906827816913509,0.00967942702421286,0.00780367859176975
PC40,-0.0140969578868914,0.0112233477998239,proSCT,-0.00466861802534201,-0.00117488683018775,0.00114880379572079,0.00103094777613478,-0.00249198498221023,-0.00286710248774768,-0.00189406473780101,0.000136139609209608,-0.00130515208842271,-0.0015432468313076,-0.00156752795002973,-0.00235975053032529,-0.000477679039512983,-0.00324857627017654,-0.00111944665807471,-0.00218785363547778,-0.00239960152088464,-0.00346684724628534,-0.00112135523503989,-0.00466861802534201,-0.00245246900699674,-0.00427354919652455,-0.0039579890288929,-0.000233294661375852,-0.00268599397557997,-0.000429134787763961,-0.00305175673020886,-0.0024086845302814,-0.0025934000095565,-0.00187229432974204,-3.65226861661968e-05,-0.00274720395808672,-0.00105195193735314,0.000566385052768326
PC41,-0.028430770447613,0.0109946439999783,Ery,0.00540066656586553,-0.000863266663523546,0.000214886924637091,3.53991205901871e-05,0.00206440944473745,-0.000880194996669574,-0.0014262954292834,0.00258235817572712,0.00253110770547429,0.0023064156883447,-0.000936653820777114,-0.000621002843135532,0.00540066656586553,0.00132670739469915,-0.000464724630387574,0.0021049918608337,0.00366804866704582,0.00257583100160262,0.00407129328547425,0.0020391066843104,-0.000798675707658741,0.00268671256687943,0.00233869683335527,0.00174766009729209,0.00192076681473733,-0.00153604705851295,-0.00194737084128509,-0.00113003855988059,-0.000129016648697388,0.00131958676826251,0.00242582283175536,-0.00185114920417999,0.00150651360890467,0.00125456732422839
PC42,0.00595738250893981,0.0108784572894143,iEVT,0.00518435744309613,-0.00187053143654079,6.12591755641801e-05,0.000567833001827689,0.00153595760924077,0.000645400077567443,5.62362728225302e-05,0.00462825783090502,0.00339492321333025,-0.000454231651594387,-0.00211876013859191,-0.000182583958739721,-0.00202131177056068,0.00116964102334196,-0.00210979183947331,0.00129225499251786,0.00281627822892973,0.00365710578291096,0.00243210156420662,0.00258031064254585,-0.00142239375033644,0.00256738264731745,0.00171214801934228,-0.00107992780385789,0.00343096234428666,0.000845245319592066,-0.000757707463512943,-0.00106969797416022,-0.00101279294120625,0.00231287488749454,0.00518435744309613,0.000262199267900969,0.00400987568904445,0.0010556061889617
PC43,-0.0237199274583846,0.0105880100903888,cDC,-0.00581667326712615,-0.00365656971525277,-0.0055554662114277,-0.00532153354731717,-0.00417728477287314,-0.00481079767779647,-0.00544104920777209,-0.0027024488118378,-0.00343386847472873,-0.00375472641312185,-0.00534428439862939,-0.00458886397923288,-0.00459162882607199,-0.00404382188949379,-0.00524858016049801,-0.00478792802197786,-0.00383383115770236,-0.00385934240464379,-0.00417357080057793,-0.00431511826878995,-0.00149745335202435,-0.00360920423677687,-0.00451352256649855,-0.00443288732793894,-0.0032670216269908,-0.00581667326712615,-0.00383596670739949,-0.00292246501195031,-0.00542691091523955,-0.00316263694379866,-0.00266575110233103,-0.00488926781125045,-0.00412256047910742,-0.00558832772334854
PC44,-0.0328245400148931,0.0105041946998697,iEVT,-0.00664648090068268,-0.0037606328312552,-0.00160047260759743,-0.0017553539610412,-0.00281827371576875,-0.00299309198509356,-0.00166279107411889,-0.00615068446944699,-0.00478922342825227,-0.00253318507922549,0.000538474838597482,-0.00124560953089936,0.00119689854071863,-0.00343078453187747,-0.000594137801281677,-0.00378105608758373,-0.00535192555461557,-0.00633793286052639,-0.00458398670884143,-0.00590728922063167,-0.00242971983452175,-0.00424664803447245,-0.00327804107983345,-0.00338662055563438,-0.00354353532995541,-0.00155435728953106,-0.00205052983452751,-0.000179756246450526,-0.000408101350345302,-0.00176455491907792,-0.00664648090068268,-0.00316432936462799,-0.00551638257623094,-0.00329400211507743
PC45,-0.0103747265794258,0.00998394209129959,eS,0.00343746084066602,0.00300429093567818,0.00149827825567249,0.00139167387657154,0.00244323874673728,0.00189794675912515,0.00142950379011935,7.67989528961936e-05,0.000237641205705011,0.000868069439135955,0.00278491530486423,0.00326429708828322,0.0018060599943456,0.00267988184489953,0.000711345276808946,0.00219020483080634,0.00277603858791157,0.00320952427828432,0.00278915608319946,0.00182545757292725,0.00158612646135793,0.00276698345088848,0.00307587126518807,0.00106623849282128,0.000981999227146637,0.00202461541967661,0.00292770992502455,0.000975324910119408,0.00343746084066602,0.000255938877724877,0.000395229555806055,0.00189756272464073,-0.00151943473345202,0.00230996633631797
PC46,-0.0371584257446577,0.00919768415265021,eS,0.00772466450348193,0.00639474309022029,0.00551291717878639,0.00438321946522466,0.00391184684464546,0.00596734211608349,0.0059236500570008,0.000173238852087214,0.00197512413491608,0.00423849492376535,0.00464351135011369,0.00676057080877596,0.00242979207642828,0.00572626944415704,0.00574006136977196,0.00582650649259782,0.00418259295415654,0.00372082037845951,0.00381890124167269,0.00421309923781511,0.0055580942437243,0.00472325005415406,0.00458074882676917,0.00409721686643971,0.00408198940860866,0.0054513463828143,0.00509203087957306,0.00543180063579741,0.00772466450348193,0.00229404374461132,-0.000287408004618012,0.00749952217211282,0.00110039547446398,0.00543744807686587
PC47,-0.00507578459253876,0.00881725503072873,eS,0.00317166547968669,0.00167673402664399,-0.000147717991569625,-0.000347671195278505,0.00215308588704446,0.00265083933744965,0.00259413982685214,0.000553582530507375,0.00107235660626091,0.000553477284115966,0.00223539712325851,0.00287256309124532,-0.0020247700671792,-7.28309399327237e-05,0.00137936513100581,-0.000124142086296174,0.000570651082976927,0.00173036348854122,-3.2192117001509e-07,0.00140176068989668,-0.000692371962440585,0.00128741520540734,0.00148132423530629,0.000273636251589386,0.000409297647176036,-0.000184292734568931,0.00109165935784512,0.00083826745145571,0.00317166547968669,3.60667883597168e-05,0.00119618326603649,0.00309340592308151,0.00187258924858329,-0.00139698819360492
PC48,-0.0250255559134821,0.00858850603655021,pvSMC,0.00542995602610488,0.00512645953521228,0.00285556166367933,0.00268386551240724,0.00506084535864147,0.00397860846158112,0.00336538021513306,0.00327976379254294,0.00442676313583271,0.00453439217119254,0.00542447671925873,0.00417969841701756,0.00493193611787636,0.00434904535757133,0.00383688848995884,0.00542995602610488,0.00473060569662927,0.00439115490173328,0.00531280730895637,0.00378676078064767,0.00446052544248294,0.00477538656634683,0.00518872476942492,0.00317254141261533,0.00529867624105262,0.00426578411290359,0.00197436878859007,0.00519353439451561,0.00398429093215112,0.00308873874132891,0.00373514300396179,0.00328207275825792,0.00345044401342988,0.003787095006747
PC49,0.0509934242925198,0.00812577853358922,T,0.00659051853255869,0.00453719934949998,0.00470489962841551,0.00403222441141372,0.00427853432026909,0.00514439583742492,0.00575571853474534,0.00274982220408253,0.00324889464303379,0.00335874584688433,0.00592137510789592,0.00472228683874769,0.00325037433806559,0.00421725599964435,0.00542540187373442,0.00510507087317952,0.00329396210657212,0.00343775895110357,0.00325218018703568,0.00339538178278988,0.00659051853255869,0.00439320482299601,0.00463389348085407,0.00476990645289331,0.00414221635291542,0.00503640862317925,0.00595889733177902,0.00568063633820958,0.00617590154248299,0.00377343784703829,0.00268721982307343,0.00564521818664938,0.00331315281928585,0.00328807520951925
PC50,-0.0672024219950928,0.00788996860179142,SCT_B,-0.00556018145189666,-0.00235058003048477,-0.00203027318943408,-0.00217744655954207,-0.00286234098284973,-0.00144636829679502,-0.000878477786156729,-0.00042421170762121,-0.00125751113330624,-0.00307231870209249,-0.00207370927038942,0.00131767694257413,-0.00217331080195614,-0.00135867590315506,-0.00206352669370011,-0.00282700482231124,-0.00465741457599663,-0.00347024341287098,-0.00556018145189666,-0.00238116540989358,-0.00391069909013743,-0.00242121748524796,-0.00199875250652166,-0.00378515104632991,-0.00200004005336422,-0.00125933723090492,8.89025809304045e-05,-0.00198804851251664,-0.00116711446138451,-0.00148162894421274,-0.000911329915320498,-0.00163608653414359,0.000951504805715853,-0.00359936271543511
PC51,0.0163400861544381,0.00784566417197351,uDSC,-0.00501223669456058,-0.00427239363580859,-0.0031572257402001,-0.00339937871536133,-0.00401343608834414,-0.00478919494038543,-0.00445413950457377,-0.00374203038607741,-0.00391272496926756,-0.00348209248367953,-0.0039505842397842,-0.00282829907810766,-0.00342438566760149,-0.00291248942814256,-0.00255626718308297,-0.00421714646545116,-0.00220416195730158,-0.00303308537801127,-0.00141388166344966,-0.00221706315223081,-0.00348330742913389,-0.00363165649866604,-0.00351887376686457,-0.00241718711715643,-0.00349247756576507,-0.00255653585973187,-0.00321330032345277,-0.00263914029828385,-0.00469807122679768,-0.00296232901314692,-0.00342653245253839,-0.00501223669456058,-0.00416323829810068,-0.00377015439459697
PC52,-0.0247407725611706,0.00780717249627435,eS,0.00344548650659914,0.000604518981444651,2.71191332384383e-05,0.00121576047698347,9.00189190241401e-05,0.00154877554733439,0.00133688205230192,-0.00149186966711476,-0.000585869354226907,0.00136962589149578,0.00145533769044162,0.0010608334526403,-8.73002203481462e-05,0.00174660700266347,0.00114833855353674,0.0022714614827332,-0.000363415374034932,-0.000566228900928946,0.000808201258944598,-0.00058204386098216,-0.000534216468098474,-0.000547991640066329,0.000707549183476807,0.00121844188917101,0.000873088523763711,-8.12537983213868e-05,0.000703176017091513,-0.000359464868174698,0.00344548650659914,0.000191690591039893,-0.00227932441736878,0.00278830633266379,-0.000641907489683193,0.000382928171097414
PC53,0.0420468344002342,0.00772813115212697,SCT_B,0.00721653411822317,0.0039898250783915,0.00145135905091618,0.00293847769354453,0.00428951358847049,0.000402399566778373,-0.000327581393257578,0.00377802948288434,0.00365411928387386,0.00374869568271192,-0.00159735194531658,0.00413045751535919,0.00241203646407192,0.00229364315377508,0.0011159059313449,0.000411509366628667,0.00647826770816691,0.00649104029111591,0.00721653411822317,0.00613862925316132,0.00464668632422653,0.00496435938874665,0.00467819556629817,0.00267851616604232,0.00476738505848701,0.00256305251643854,0.00305610305363403,0.00391335199595352,0.00111465163600709,0.00488763805676465,0.00363861220897885,-0.00126620245361447,0.0018331628007023,0.00122282423608163
PC54,0.00766671779300223,0.00725190803754782,uDSC,0.00670945775006075,0.00636708032330951,0.00553120136792779,0.00440261024708019,0.0036933338960521,0.00553027784324595,0.00518023898201953,0.00298785561300719,0.00313666012911768,0.00394771157169757,0.00284886232471971,0.00564869409245651,0.0052676515624796,0.00427303822114133,0.00455716219672279,0.0043732181717685,0.00385482528228963,0.00339255607112444,0.00369097724992754,0.00299952608150887,0.00474276399591831,0.00352880822163204,0.00499281338166029,0.00437275483963376,0.00386158231591653,0.00585965749140737,0.00350668153496456,0.00645771224812393,0.00550754829732707,0.00360844389580344,0.00332444165241959,0.00670945775006075,0.00341059067471066,0.00571338906140682
PC55,-0.0198098779986229,0.00715699926198469,uDSC,-0.00536447298370944,-0.00268920309262245,-0.001397511366112,-0.0018075396417495,-0.000410796175733053,-0.00334432334867513,-0.00334053033880878,0.000437344616837212,0.00087572790187847,0.00099898731896101,-0.00240872640866469,-0.000520868292185263,0.00141701852135834,-0.000190748541735608,-0.00084146169261619,-0.00163503336068627,0.000647893627106518,0.00099117069718625,-0.000127998856620993,0.000497271832135035,-0.000285995135941159,0.000953730333197138,9.63823477957142e-05,-0.000522010969070479,-0.00034424928389488,-0.00151899223195985,-0.000891709937963208,-0.00100102334507358,-0.00386691120586511,0.00257099088199779,0.000116728626226012,-0.00536447298370944,-0.000327543675094555,-0.00151922343492294
PC56,0.0398887007659262,0.00704331795854148,Ery,0.00488199180299055,-0.00102642478840293,-0.00406206469609853,-0.00238233408247377,0.000407478721428085,-0.000672983850739409,-0.00136158908618658,0.0017852944969061,0.000200924625811487,0.000535210859797411,1.82981865854892e-06,-0.000140017818980707,0.00488199180299055,0.00146245235676117,-0.000543656243806572,0.000230286850370917,0.00156463986930497,0.00146288800597469,0.00116093760522484,-0.00017127901464721,-0.00304726581478859,-0.000158467947511068,0.000333751138370558,-0.000842267009640316,0.000306437680314657,-0.00382094393594866,-0.000239137119086054,-0.00279593679704352,-0.00157205860782859,0.000218234963317287,0.00215116585896112,-0.000951055922454207,0.00338784408742729,-0.00186073683632678
PC57,0.00517460926842079,0.00692637918744599,Ery,-0.00395322406922841,0.00013805744297562,0.000348021596642918,0.000209611380947647,0.000264566828117451,-0.00183001467603771,-0.0018488170409892,-0.00303223782689167,-0.00173897005003804,-0.000222127056585002,-0.00249524750324169,-0.000857788902537352,-0.00395322406922841,0.000187487560765325,-0.00142341600328636,5.13167086675217e-05,0.00118156928196705,-0.000602428755866119,0.00155543277390828,-0.000753103310232192,0.000303030990378656,-0.00176451013377355,-0.00112407373540881,-0.00122706131948195,-0.00143899545377747,0.000198975788042456,-0.00140867870142252,-2.60603229225705e-05,-0.00145542988169706,-0.00299232209644891,-0.0032206666030328,-0.00280758362929233,-0.00258608516859092,0.000723825786418512
PC58,0.0161298244520206,0.00681477511176682,uDSC,-0.00359810345633391,0.00142847047215028,-0.00187295952713968,-0.00159755041852803,-0.000204929112745209,-0.00173649076460482,-0.00215891730890285,0.00179743741747331,0.000279837168536698,-0.000125564384556213,-0.00301805136663141,-0.00144458525233523,0.00351599857915048,0.000643522686451692,-0.00224330892791952,0.000222542790990474,0.00163765979023293,0.00143301703788878,0.00276459672344785,0.00129356634970094,0.00211511449033403,0.000812707904813702,-0.000472951816419375,2.74830645112461e-05,0.000180083380077711,-0.00164738742228553,-0.00179152040125027,-0.000430006239797571,-0.00273452149306118,5.40812383980197e-05,0.00141137974773138,-0.00359810345633391,0.00074300705559544,-0.00136431256582603
PC59,-0.00809558180594632,0.00616615018824971,eEVT,-0.00682399927778209,-0.00567807012271682,-0.00582072683646567,-0.00622449036055537,-0.00584873292242784,-0.00591541277541358,-0.00586592774304806,-0.00542586740463278,-0.00604096889826776,-0.00545255087191559,-0.00407442931658936,-0.00291885195041356,-0.00161195597365272,-0.00655396242439986,-0.00504025847821727,-0.00495444105377756,-0.00533042204353966,-0.0051334856509438,-0.00525767184630078,-0.00424339450166266,-0.00331489413523714,-0.00526223694608777,-0.00545512193566343,-0.00538785246669846,-0.00601089331779072,-0.00640353771812846,-0.00363618524754195,-0.00316581929553737,-0.00415233169679152,-0.00682399927778209,-0.00530883420948655,-0.00412267975002948,-0.00625126193378665,-0.00559255691317001
PC60,0.0303645640607783,0.00541008558960568,eS,0.00783755006124397,0.00557871271456111,0.00625601007822822,0.00629834639160583,0.00548744809870683,0.00630128622700686,0.00613054949283492,0.00476156621132815,0.00423458075794443,0.00694303382502046,0.00766242014483021,0.00653795187997381,0.00600473700727892,0.00559848752212992,0.00783179163609336,0.00583705916168321,0.00436923295542773,0.00470771532366178,0.00446034953207568,0.00479456387572919,0.00524023745330153,0.00541494933225626,0.0061596389181014,0.0060990111806864,0.00586301148470502,0.00455001764847939,0.00622689783949595,0.00532014586730346,0.00783755006124397,0.00272580678787443,0.0048332129557538,0.00635572489315213,0.00443833451438914,0.00481220714938216
PC61,-0.13235934283864,0.00485098674295997,vEC,0.0020367855967237,-0.00163884220221422,0.0012249034330791,0.0018707478717794,0.000829606344513972,0.000784129755448468,0.00036051529029998,-0.000596743761776881,7.7337310284305e-05,0.00174461157597583,0.00158713731739182,-0.000190627140495119,-0.00111393096591152,0.00118612743460066,0.0020367855967237,0.000661250104374913,0.000809729778907051,0.000696833078004597,0.00159793732739485,0.000980659077830896,0.000469754178771042,0.000828074431791861,0.00149724925094804,0.00136663072658445,0.000953048861323156,0.000962453249711365,0.000529135352783688,0.000518676891969563,0.00114291835053011,-1.40292238737913e-05,-0.000905594413904653,-0.00039940507321353,-0.000930183959362197,0.000917885341446005
PC62,-0.0586481264913871,0.00451782197305621,Ery,-0.00738475750531535,-0.00074721809240245,-1.8692048544524e-05,0.000447426910025113,-0.0027425063538953,-0.00217208080389195,-0.00195118308729917,-0.000253230577692054,-0.00101159113374225,-0.00252143792601035,-0.00363960776137549,-0.00271768333435561,-0.00738475750531535,-0.000931939636285692,-0.00322223676346865,-0.00184683326532345,-0.00146689136458355,-0.00197280901307529,-0.00134391336977492,-0.00409231082216041,-0.000426258335802117,-0.00423530642694661,-0.0036831762461365,-0.00270491621517372,-0.00328134840126447,0.000710609897833516,-0.00298131518434751,-0.00076772387083166,-0.00280722890860402,-0.000786696282785071,-0.000520782186071522,-0.00141047947406288,-0.000235988543258191,0.000642279247451009
PC63,-0.0610615783139132,0.00437965632567615,CD14_M,0.00877499219384473,0.00843848300279707,0.00877499219384473,0.00837459426604033,0.00490171954879098,0.00626146395055864,0.00641357901774997,0.00391866201468628,0.00466128820157066,0.00504208415503705,0.00714366017546953,0.00628315260874781,0.00518294702405943,0.00450853353619882,0.0061554615096165,0.00324597913112116,0.00322877120916195,0.0033158202300924,0.00422010082358537,0.00292000306310172,0.00538815550575297,0.00370362901703093,0.00418931128424947,0.00489506034828642,0.00460292396324279,0.00555827073336634,0.00651818057965514,0.00554862182509947,0.00618912676314352,0.00689398086545442,0.00371941841168206,0.00707718916558914,0.00525081260022968,0.00849234752509691
PC64,0.0788205576732274,0.00433812050720555,iEVT,0.00510862242794749,-0.00158288849611362,0.00182360319701413,0.00201583455937544,0.00268088026294276,0.00161261873839118,0.00182184250781819,0.00460110345158971,0.00415386319320817,0.00150953719323283,0.00161955780003994,0.00101080984407456,-0.00129648364448862,0.00320616739451558,0.000347560720294986,0.000844898875275658,0.00217759361083754,0.0029226952608283,0.00221465325453883,0.00213227493881478,0.000620732630451713,0.00350380886852728,0.00297946807149578,0.000887836797718154,0.00339825757230242,0.00101040971582778,0.000835564175785736,0.000157897913412149,0.0018239552770461,0.00388305150665907,0.00510862242794749,0.00155950076783205,0.00497468415575565,0.00201568081481646
PC65,0.0566945039718922,0.00425613446960734,iEVT,0.00755733159163996,0.000286964984014989,0.00407118927717885,0.0047176869574287,0.00409172965580633,-0.000973298953346974,-0.0014711897027951,0.00652675748198216,0.00574499216275293,0.00379870099955971,-0.000180199811084725,0.00191677288147278,0.000609130990242474,0.00298281699112132,0.000626425439347776,0.00195779567862371,0.00558139106003914,0.00567212638122768,0.0046606861021731,0.00583144767571503,0.00332571278775049,0.00452304907539286,0.0033717695470454,0.00283944832208858,0.00556972851808294,0.00206281843880022,-5.30696694977892e-05,0.00290449987121238,-0.00273990715114871,0.005446980930646,0.00755733159163996,-0.00384324500122735,0.00483430438447825,0.00466701650036643
PC66,0.0141255413437174,0.00412380305687999,Ery,0.0071684566354558,0.00171843097150471,0.000980841505893325,0.00091337782572792,0.00150934570002267,0.000761756813488722,0.00116240409178144,0.00175552359238442,0.00163490918711308,0.000628017280646885,-0.000422282081629569,0.000998989601980506,0.0071684566354558,0.000761454048525588,0.000524063744667728,-0.000249921459150746,0.00155362553236794,0.000341714384319599,0.00193066688625991,0.00145263587172806,0.000188072735008339,0.000544188735023134,0.00127889210044923,-0.000470075021357832,0.00145248791054592,-3.30838718915467e-05,0.00366635130742845,-0.0011584240158369,0.00116996210522865,0.00219334814211452,0.00168164406592662,0.000569723473384315,0.00138915442662501,0.00244094719622791
PC67,0.0780698143929909,0.00346885562969685,uDSC,-0.00698555793357401,-0.00296482501798331,-0.00558622013319557,-0.00437235427911299,-0.00287160526680124,-0.00579264163444126,-0.005695360826871,-0.00400704987161882,-0.00363300024883119,-0.00170710980384149,-0.00303737385254305,-0.00411832994036952,-0.00155067198909446,-0.00317450306178821,-0.00360109394082053,-0.00421297752373892,-0.00195558299666066,-0.00162514303351794,-0.00348678301499455,-0.00299794351998994,-0.000241040100579038,-0.00378643200608972,-0.00314207760811404,-0.00443068007124292,-0.00363212633505451,-0.0052326653217034,-0.00181453471535772,-0.00331755214238141,-0.0048983760423152,-0.0040759704084578,-0.00408516455236712,-0.00698555793357401,-0.00396292099707008,-0.00571606615708907
PC68,-0.035333640205267,0.00321908295072965,pEVT,0.00834248234311334,0.00503049092928995,0.00622898021959723,0.0068297773461952,0.00594975440467773,0.0075533579619725,0.00734242588239064,0.00609503891056698,0.00664161474791894,0.0067140844422461,0.00782741824985811,0.00360743219781971,0.00569219782380019,0.00818717597926043,0.0071573343214582,0.00633388308531896,0.00363602028966034,0.00440025001083655,0.00285123630789234,0.00511384995759864,0.00640800958289347,0.00456325907985849,0.0047762257679558,0.00722836050854097,0.00484010245868829,0.00789363476453713,0.00721783101662091,0.00639495171678036,0.00684545592459857,0.00727362838822771,0.0063683381392705,0.00721658611959481,0.00834248234311334,0.00548846700931443
PC69,-0.00510817303021651,0.00319301172063937,B,-0.00716828597916278,-0.00716828597916278,-0.00587199706648218,-0.00466463783773492,-0.00193147294071199,-0.0037098198219088,-0.00459915723608745,-0.00431277858683508,-0.00437248016017173,-0.00183888096256938,-0.0061103254213688,-0.00396210611568549,-0.00475980865466291,-0.00365002456618034,-0.00457987224967753,-0.0030392036169687,-0.00127224390953408,-0.001784255122741,-0.00143473383172176,-0.0027909109693383,-0.00619701361076529,-0.00310372076075317,-0.00364753805520447,-0.00500265415756425,-0.00380146025986636,-0.00535728941668963,-0.00418321077462404,-0.0056140080968545,-0.00487767015850161,-0.00227305563246909,-0.0043562868019173,-0.00358049899187726,-0.00463052651181721,-0.0065419195181049
PC70,0.097095742915102,0.00313020895273477,CD14_M,-0.00755733639789484,-0.00691211444787827,-0.00755733639789484,-0.00579031426077977,-0.00434532665945318,-0.00563211907752321,-0.00615078761762862,-0.00470936081957333,-0.00474657040639385,-0.00340406461245766,-0.00575889577077001,-0.00594352353413725,-0.00380830836700467,-0.00427682324740053,-0.00710200004988114,-0.00472284521788623,-0.00198171499796528,-0.00216799947227942,-0.000602146955214792,-0.00241895776875131,-0.00443697129378776,-0.00336187396414226,-0.00381670400310374,-0.00532369136720611,-0.00382685612196825,-0.00714136824458023,-0.00649187190349112,-0.00716248487646017,-0.0071447469524663,-0.00464161224026931,-0.00413037840224622,-0.00600861157528199,-0.00432160171123098,-0.00560505791077099
PC71,0.0471030719295858,0.00308326204675181,eEVT,-0.0102148350821714,-0.00577697193791057,-0.00704344459130295,-0.00660782064549877,-0.00866283913927686,-0.00773394354053156,-0.00712501087920976,-0.00906010243079117,-0.00877940582893492,-0.00884625823586031,-0.0074371837980607,-0.00621692481175689,-0.00829736381506924,-0.00798753507035379,-0.00664467201794028,-0.00814362467004336,-0.00868081367883818,-0.00970047912181029,-0.00809615650698453,-0.00829935393043519,-0.00697803122637131,-0.00832677805801176,-0.00842854272139231,-0.00739910392728458,-0.00882699835338973,-0.00527215431643011,-0.00687393539326854,-0.00631815806763169,-0.00645385926374909,-0.0102148350821714,-0.00888578791129412,-0.00672293863094718,-0.00857922305576861,-0.00897532760903447
PC72,0.0176299248161345,0.00261651585791657,CD14_M,-0.00244179807920227,-0.000512955494098416,-0.00244179807920227,-0.00223775035944927,-0.000327249838065267,-0.000443607303861064,-0.000769126979238946,0.00162742731858898,0.000742877352771678,0.000510395959862427,0.00166105881434873,0.000742415622737397,0.00142507329722649,0.00063133780913617,-0.00019513590913911,0.00055628860174706,0.000295237842848002,-0.000579758647429637,0.000169063036980694,0.000153730018513582,-0.000958609443103617,-0.000742408200045743,0.000328390331224159,0.00116941516115577,0.000158408259536055,-0.00056759709750651,-0.000798830189113525,0.000537194825746094,-0.000494906547445469,-0.000216820723597872,0.00176558747627083,-0.000369166474471888,0.000525521032800215,-0.0007862348861335
PC73,0.00955901312884848,0.00255377484013704,Ery,0.00748626829470852,0.00208512714506665,0.000738845384354489,0.00148548854520636,0.00210538723959534,0.00173283879747863,0.000883071561445919,0.00193002899844332,0.00205882763929468,0.00213776918657471,0.00107387296890521,0.000833522850903173,0.00748626829470852,0.00282221504365229,0.00127003105001558,0.00289017729896086,0.00289572096233852,0.00232745943600144,0.00265302607802562,0.00182011951052111,0.00224214858761551,0.00142168379872372,0.00220420537198697,0.000733803323666782,0.00151479116916784,8.06314193798351e-06,0.00183864653805107,0.000746274194228769,0.00183909136053672,0.00151838159250206,0.00179154865332397,0.00152981258756926,0.0020765167058225,0.000129086306051036
PC74,0.0812042756473231,0.00234496729025902,eEVT,-0.0044224632426217,-0.000867645778971189,-0.00189651317996399,-0.00250775702347773,-0.00159702748521309,1.03158815718385e-06,0.000157273113908406,-0.0034353706498101,-0.00273960160893505,-0.00034097361380007,-0.000316646037777514,-0.000802899987446011,0.000727209425782625,-0.00201024199183127,-0.000983258091585521,-0.00159318403093917,-0.00250685408248998,-0.00337028789594339,-0.00184263484355175,-0.00143143859821,-0.00412026046648052,-0.0018511023052522,-0.00221579942891542,-0.0014439198332663,-0.00227126649253628,-0.00209018550351805,-2.49265943757209e-05,-0.00192126453862688,-0.000270470337419378,-0.0044224632426217,-0.00345079690074548,-0.000346630787177603,-0.0026978399820097,-0.00259472894004758
PC75,0.0260637608313641,0.00205547716747356,Ery,0.00512037242058015,0.00220859572552535,0.00129551208394944,0.00208999195604146,0.00279053482379307,0.00224584829666614,0.00233591850711179,0.000846711655154259,0.0014708350085406,0.000400080429904845,0.000592311084289485,0.00288720072769106,0.00512037242058015,0.00107852556200379,0.000600003811493288,0.000763717045963706,0.00279917220753656,0.00179271270120726,0.00283809916628566,0.00176943814779228,0.00168144591349472,0.00185990567308448,0.00249468329761597,0.00141308777923569,0.00199292296311053,0.00135644073599037,0.00319810020300288,0.00144747346897301,0.00210908395453152,0.00113746976451198,0.000731055769122815,0.00164309754689905,0.000645817189727719,0.00259387632415657
PC76,-0.0117075053776381,0.00199345980318644,eS,0.00298125088595392,0.00158141938887193,0.00154752741480551,0.00140446815477883,0.00212117018866809,0.00229991851161824,0.00260807733850257,-0.000853227105053859,5.22927655522793e-05,0.000747161718264539,0.0012549247116371,0.0021754284895055,0.00246443235096285,0.00119448161896793,0.00179771855192545,0.000849169071496588,0.000887503932244301,0.00079279491466003,0.00106215920154795,0.00130951752184313,0.00204169809087496,0.00213473120907044,0.00232470074591874,0.00104837013277283,0.00104130193407425,0.00246625652847192,0.00154341991101336,0.00202447482003237,0.00298125088595392,-0.000768521936145397,-0.00106859244040503,0.00253326881018371,0.000455398821880706,0.00108920738404506
PC77,0.0155937427952604,0.00198726707579852,SCT_B,0.00968795751070654,0.00708237394389999,0.0042778217149993,0.00591856879857362,0.00719193886095708,0.00549731094825832,0.00500857194441613,0.00879982337097709,0.00815409716271388,0.0071216422937381,0.00579325290337343,0.00317281489315161,0.0036804326619248,0.00645320487975434,0.0059791448465825,0.006897761241776,0.00908844918578844,0.00896012070895582,0.00968795751070654,0.00755246184581304,0.00630162356917612,0.00794822854581024,0.00658641419717706,0.00659062938425224,0.00788253922909411,0.00432543867916628,0.00355437434525222,0.00487116868413192,0.00337696902221179,0.00746605219993613,0.00830084328511682,0.00353886723716616,0.00730706567821055,0.004906660409087
