key,direction,w,dominant_celltype,origin,purity
chr20:21700000-21750000,up,0.0289363900586395,VCT,Fetal,0.999
chr1:12050000-12100000,up,0.0289208259203565,EVT,Fetal,0.999
chr19:57350000-57400000,up,0.0289022030420341,VCT,Fetal,0.999
chr2:28750000-28800000,up,0.028901155359344,dNK,Maternal,0.666
chr11:2750000-2800000,up,0.0288840028873578,eEVT,Fetal,1
chr5:173850000-173900000,up,0.0288833352869974,cycling_VCT,Fetal,0.959
chr6:9500000-9550000,up,0.028882350273811,SCT,Fetal,1
chr8:67100000-67150000,up,0.0288795432428384,SCT_B,Fetal,1
chr8:29600000-29650000,up,0.0288489631492408,SCT_B,Fetal,1
chr9:71100000-71150000,up,0.02884813383848,SCT_B,Fetal,1
chr8:95650000-95700000,up,0.0288474728492314,cycling_VCT,Fetal,0.959
chr15:90650000-90700000,up,0.0288227630639888,Ery,Fetal,0.612
chr19:46250000-46300000,up,0.0288099007334134,eS,Maternal,0.994
chr1:39200000-39250000,up,0.0287993539274121,SCT,Fetal,1
chr9:89300000-89350000,up,0.0287942009369046,SCT,Fetal,1
chr17:40400000-40450000,up,0.0287851475385314,SCT_B,Fetal,1
chr5:36150000-36200000,up,0.02877383748932,VCT,Fetal,0.999
chr9:89850000-89900000,up,0.0287618055976269,SCT_B,Fetal,1
chr22:38650000-38700000,up,0.0287459763086603,GC,Fetal,0.929
chr21:46400000-46450000,up,0.0287211789538767,SCT,Fetal,1
chr8:67350000-67400000,up,0.0287074048402099,SCT_B,Fetal,1
chr1:230950000-231000000,up,0.0287018940619698,pvSMC,Maternal,0.456
chr17:63500000-63550000,up,0.0287014415418271,pEVT,Fetal,0.968
chr17:9100000-9150000,up,0.028677881638718,SCT_B,Fetal,1
chr1:229350000-229400000,up,0.0286666318230562,SCT_B,Fetal,1
chr13:52550000-52600000,up,0.028653525605067,VCT,Fetal,0.999
chr7:92100000-92150000,up,0.0286458996001435,SCT_B,Fetal,1
chr17:80100000-80150000,up,0.0286449441662269,eEVT,Fetal,1
chr16:17650000-17700000,up,0.0286400081414913,iEVT,Fetal,1
chr11:57350000-57400000,up,0.0286333633369768,eEVT,Fetal,1
chr17:77000000-77050000,up,0.0286307987629351,SCT_B,Fetal,1
chr12:69800000-69850000,up,0.0286260939784475,SCT,Fetal,1
chr8:8850000-8900000,up,0.0286115599884496,SCT,Fetal,1
chr3:197000000-197050000,up,0.0286088070885886,SCT,Fetal,1
chr15:74700000-74750000,up,0.0285987577502149,SCT_B,Fetal,1
chr11:64000000-64050000,up,0.0285838156907521,GC,Fetal,0.929
chr19:43350000-43400000,up,0.0285831252577021,SCT_B,Fetal,1
chr22:32350000-32400000,up,0.028575867942321,Epi,Maternal,0.991
chr20:30300000-30350000,up,0.0285729363683823,dNK,Maternal,0.666
chr2:228550000-228600000,up,0.028570515700472,SCT_B,Fetal,1
chr13:20350000-20400000,up,0.0285657274322889,eEVT,Fetal,1
chr12:50950000-51000000,up,0.0285491332038025,SCT_B,Fetal,1
chr9:101400000-101450000,up,0.028545217802539,SCT,Fetal,1
chr6:76050000-76100000,up,0.0285385942924344,SCT_B,Fetal,1
chr3:185850000-185900000,up,0.0285311105145722,SCT,Fetal,1
chr20:49900000-49950000,up,0.028519962907994,SCT_B,Fetal,1
chr6:12750000-12800000,up,0.0285171796729308,iEVT,Fetal,1
chr7:75550000-75600000,up,0.0285026600214639,SCT_B,Fetal,1
chr16:70400000-70450000,up,0.0284986224785895,SCT_B,Fetal,1
chr22:45900000-45950000,up,0.0284800366812684,DSC_A,Maternal,0.902
chr2:106000000-106050000,up,0.02847942289693,pEVT,Fetal,0.968
chr10:122800000-122850000,up,0.0284732334741186,SCT,Fetal,1
chr1:228600000-228650000,up,0.0284728408430054,SCT,Fetal,1
chr1:214650000-214700000,up,0.0284721355540971,iEVT,Fetal,1
chr6:80000000-80050000,up,0.0284542550679029,SCT_B,Fetal,1
chr10:25100000-25150000,up,0.0284436841657255,SCT_B,Fetal,1
chr6:30850000-30900000,up,0.0284228914467308,cilated,Maternal,1
chr22:32000000-32050000,up,0.0284218778233485,VCT,Fetal,0.999
chr17:80050000-80100000,up,0.0283873164775379,T,Maternal,0.689
chr13:47100000-47150000,up,0.0283582636479581,SCT_B,Fetal,1
chr14:98150000-98200000,up,0.0283534395807894,SCT_B,Fetal,1
chr7:800000-850000,up,0.0283327153180324,uDSC,Maternal,0.99
chr17:41400000-41450000,up,0.0283294902532501,FB,Fetal,0.553
chr3:61500000-61550000,up,0.0283146582359171,cycling_VCT,Fetal,0.959
chr4:175450000-175500000,up,0.0283094539178437,SCT,Fetal,1
chr18:45650000-45700000,up,0.0282968607280946,proSCT,Fetal,0.997
chr6:3900000-3950000,up,0.0282957364763258,SCT_B,Fetal,1
chr6:138600000-138650000,up,0.0282495676648727,SCT_A,Fetal,1
chr1:224400000-224450000,up,0.0282481516300281,fEC,Fetal,0.868
chr7:134300000-134350000,up,0.0282340381956993,SCT,Fetal,1
chr3:193600000-193650000,up,0.0282336304417895,SCT,Fetal,1
chr2:163300000-163350000,up,0.0282246151853634,SCT,Fetal,1
chr2:9950000-10000000,up,0.0282150115696573,SCT_B,Fetal,1
chr5:53800000-53850000,up,0.028206538862301,dNK,Maternal,0.666
chr9:131750000-131800000,up,0.0281994857266229,SCT_B,Fetal,1
chr7:16650000-16700000,up,0.0281925421466484,SCT_B,Fetal,1
chr14:69050000-69100000,up,0.0281570643820121,SCT_B,Fetal,1
chr14:69300000-69350000,up,0.0281489881931459,SCT,Fetal,1
chr7:4650000-4700000,up,0.028146618853975,HB,Fetal,0.803
chr17:73650000-73700000,up,0.0281457664926094,SCT_B,Fetal,1
chr9:71350000-71400000,up,0.0281409078917314,SCT,Fetal,1
chr12:96000000-96050000,up,0.0281355717602621,iEVT,Fetal,1
chr3:107700000-107750000,up,0.0281320321219619,SCT,Fetal,1
chr11:69200000-69250000,up,0.0281282550969812,HB,Fetal,0.803
chr1:220850000-220900000,up,0.0281215237054074,SCT_B,Fetal,1
chr3:194000000-194050000,up,0.0281158119876542,fEC,Fetal,0.868
chr11:10600000-10650000,up,0.0281131672540977,HB,Fetal,0.803
chr2:75750000-75800000,up,0.0281095842945124,proSCT,Fetal,0.997
chr1:232650000-232700000,up,0.0281011210901616,eEVT,Fetal,1
chr7:116150000-116200000,up,0.0280802512274838,fEC,Fetal,0.868
chr1:245250000-245300000,up,0.0280657488411493,EVT,Fetal,0.999
chr9:84300000-84350000,up,0.0280471289461022,B,Maternal,0.659
chr8:126450000-126500000,up,0.0280455403792375,SCT_B,Fetal,1
chr1:22700000-22750000,up,0.0280311607874993,eEVT,Fetal,1
chr22:18450000-18500000,up,0.0280287265896472,eEVT,Fetal,1
chr11:134400000-134450000,up,0.028019378249024,SCT,Fetal,1
chr12:120700000-120750000,up,0.0280078515718198,SCT_B,Fetal,1
chr20:49150000-49200000,up,0.0280048216019098,VCT,Fetal,0.999
chr1:25850000-25900000,up,0.0279843662498716,SCT_B,Fetal,1
chr16:14400000-14450000,up,0.0279806261943039,EVT,Fetal,0.999
chr1:113700000-113750000,up,0.0279618789880424,VCT,Fetal,0.999
chr11:60050000-60100000,up,0.0279610454592371,SCT_B,Fetal,1
chr2:19300000-19350000,up,0.0279563803579364,SCT_B,Fetal,1
chr7:107600000-107650000,up,0.027949767893523,uDSC,Maternal,0.99
chr11:123200000-123250000,up,0.0279449823991783,SCT,Fetal,1
chr17:56450000-56500000,up,0.0279335479899756,VCT,Fetal,0.999
chr6:125400000-125450000,up,0.0279195348672312,VCT,Fetal,0.999
chr11:33750000-33800000,up,0.0279080032773679,SCT_B,Fetal,1
chr6:52850000-52900000,up,0.0279018160376807,SCT_B,Fetal,1
chr16:25200000-25250000,up,0.0278762071314507,SCT_B,Fetal,1
chr4:89350000-89400000,up,0.0278531905400018,cycling_VCT,Fetal,0.959
chr1:145350000-145400000,up,0.0278324726529376,proSCT,Fetal,0.997
chr2:73300000-73350000,up,0.027826721060602,SCT_B,Fetal,1
chr2:149350000-149400000,up,0.0278248566770375,SCT_B,Fetal,1
chr4:85500000-85550000,up,0.0278197548916998,SCT_B,Fetal,1
chr3:141100000-141150000,up,0.0278147505281616,SCT_B,Fetal,1
chr2:101500000-101550000,up,0.0277943655722466,SCT,Fetal,1
chr16:81550000-81600000,up,0.0277930922581487,avVCT,Fetal,0.964
chr6:138700000-138750000,up,0.0277900695421375,SCT_B,Fetal,1
chr5:173900000-173950000,up,0.0277846195336103,SCT_B,Fetal,1
chr10:128550000-128600000,up,0.0277783087724022,SCT_B,Fetal,1
chr1:26400000-26450000,up,0.0277450935569556,SCT_B,Fetal,1
chr3:11750000-11800000,up,0.0277431328250805,EVT,Fetal,0.999
chr20:18250000-18300000,up,0.027736800175088,SCT_B,Fetal,1
chr3:150050000-150100000,up,0.0277344734940625,SCT_B,Fetal,1
chr15:85450000-85500000,up,0.0277268165787948,SCT_B,Fetal,1
chr12:125300000-125350000,up,0.0277241992420061,fEC,Fetal,0.868
chr4:40400000-40450000,up,0.0277169558138125,proSCT,Fetal,0.997
chr2:220500000-220550000,up,0.0277076284832139,VCT,Fetal,0.999
chr9:78950000-79000000,up,0.0276977515785544,iEVT,Fetal,1
chr4:120200000-120250000,up,0.027671742887965,SCT_B,Fetal,1
chr1:62750000-62800000,up,0.0276714327450865,VCT,Fetal,0.999
chr17:76950000-77000000,up,0.0276645840103762,SCT_B,Fetal,1
chr6:31650000-31700000,up,0.0276539354569512,HB,Fetal,0.803
chr1:223650000-223700000,up,0.0276519487711688,Epi,Maternal,0.991
chr1:160050000-160100000,up,0.0276420091775024,SCT_B,Fetal,1
chr1:62650000-62700000,up,0.0276416890902007,VCT,Fetal,0.999
chr12:56550000-56600000,up,0.0276379497749218,B,Maternal,0.659
chr15:44050000-44100000,up,0.0276097580799427,B,Maternal,0.659
chr18:46450000-46500000,up,0.0276054104080588,dNK,Maternal,0.666
chr10:65250000-65300000,up,0.0275728516108607,SCT_B,Fetal,1
chr15:90250000-90300000,up,0.0275650051801831,VCT,Fetal,0.999
chr12:48300000-48350000,up,0.0275500582936776,SCT_B,Fetal,1
chr6:79900000-79950000,up,0.0275282957790654,EVT,Fetal,0.999
chr5:102550000-102600000,up,0.027508068839365,Ery,Fetal,0.612
chr8:8300000-8350000,up,0.0275077921921216,VCT,Fetal,0.999
chr12:32100000-32150000,up,0.0275034597686733,T,Maternal,0.689
chr9:25600000-25650000,up,0.027492580069815,SCT_A,Fetal,1
chr12:26950000-27000000,up,0.0274570990724814,EVT,Fetal,0.999
chr8:71200000-71250000,up,0.0274475242043778,SCT,Fetal,1
chr20:17700000-17750000,up,0.0274405985468487,SCT_B,Fetal,1
chr1:172400000-172450000,up,0.027436156591256,avVCT,Fetal,0.964
chr8:134550000-134600000,up,0.0274290480623468,SCT,Fetal,1
chr14:64300000-64350000,up,0.0274205869083954,T,Maternal,0.689
chr8:90800000-90850000,up,0.0274168722799844,SCT,Fetal,1
chr4:122650000-122700000,up,0.0274125420037885,SCT_A,Fetal,1
chr7:152350000-152400000,up,0.0274095463690917,SCT_B,Fetal,1
chr1:116650000-116700000,up,0.0273999807903115,Epi,Maternal,0.991
chr9:133700000-133750000,up,0.0273988051673729,eS,Maternal,0.994
chr18:47250000-47300000,up,0.0273753871653802,VCT,Fetal,0.999
chr2:37150000-37200000,up,0.0273746128736314,T,Maternal,0.689
chr1:56450000-56500000,up,0.0273710554969992,SCT,Fetal,1
chr1:150850000-150900000,up,0.027364418878689,SCT,Fetal,1
chr2:215950000-216000000,up,0.0273517988988399,SCT,Fetal,1
chr1:56650000-56700000,up,0.027343100516525,SCT,Fetal,1
chr2:86400000-86450000,up,0.0273308218803135,T,Maternal,0.689
chr4:37400000-37450000,up,0.0273146763611286,SCT_B,Fetal,1
chr1:95500000-95550000,up,0.0273140136012391,fEC,Fetal,0.868
chr3:182750000-182800000,up,0.0273106469172915,SCT_A,Fetal,1
chr5:150950000-151000000,up,0.0273092568380057,eEVT,Fetal,1
chr9:134600000-134650000,up,0.0272942126841494,SCT_B,Fetal,1
chr10:21450000-21500000,up,0.0272936489427008,SCT_B,Fetal,1
chr1:174900000-174950000,up,0.0272900349839552,SCT,Fetal,1
chr15:78350000-78400000,up,0.0272850641609948,SCT_B,Fetal,1
chr14:90900000-90950000,up,0.0272838197332321,SCT_B,Fetal,1
chr7:22700000-22750000,up,0.0272833175425651,iEVT,Fetal,1
chr17:71600000-71650000,up,0.0272772691359416,eS,Maternal,0.994
chr9:130850000-130900000,up,0.0272187917036365,vEC,Maternal,0.8
chr7:134100000-134150000,up,0.0272120276629831,SCT,Fetal,1
chr21:34100000-34150000,up,0.0271966775630653,SCT,Fetal,1
chr10:8100000-8150000,up,0.0271891729431129,eEVT,Fetal,1
chr17:3700000-3750000,up,0.0271838120950424,VCT,Fetal,0.999
chr14:71100000-71150000,up,0.0271813925833527,SCT_B,Fetal,1
chr2:72000000-72050000,up,0.0271753422795873,eEVT,Fetal,1
chr10:11700000-11750000,up,0.0271553283458875,SCT,Fetal,1
chr12:600000-650000,up,0.0271361879503654,Epi,Maternal,0.991
chr16:89850000-89900000,up,0.027065365848961,SCT_B,Fetal,1
chr1:87900000-87950000,up,0.0270474533383624,iEVT,Fetal,1
chr12:110300000-110350000,up,0.0270448472314655,GC,Fetal,0.929
chr16:21500000-21550000,up,0.0270398368679879,Ery,Fetal,0.612
chr19:53850000-53900000,up,0.0270044848844602,SCT_B,Fetal,1
chr2:160300000-160350000,up,0.0269997768821915,SCT_A,Fetal,1
chr9:95450000-95500000,up,0.0269777895876514,VCT,Fetal,0.999
chr2:48250000-48300000,up,0.0269748056529845,SCT_B,Fetal,1
chr2:25450000-25500000,up,0.0269742392681379,VCT,Fetal,0.999
chr5:125750000-125800000,up,0.0269605940959477,SCT,Fetal,1
chr2:74200000-74250000,up,0.0269466416241181,eEVT,Fetal,1
chr3:106900000-106950000,up,0.0269433262843928,SCT_A,Fetal,1
chr1:224450000-224500000,up,0.0269068256421486,SCT_B,Fetal,1
chr17:53400000-53450000,up,0.026905855813422,SCT_B,Fetal,1
chr7:100450000-100500000,up,0.0269024341264468,eS,Maternal,0.994
chr20:5500000-5550000,up,0.0268894743225041,SCT,Fetal,1
chr15:97550000-97600000,up,0.0268689641378401,VCT,Fetal,0.999
chr1:23850000-23900000,up,0.0268636259360548,GC,Fetal,0.929
chr9:700000-750000,up,0.0268595177682671,proSCT,Fetal,0.997
chr18:72200000-72250000,up,0.0268541328354049,eS,Maternal,0.994
chr5:16700000-16750000,up,0.0268279461063628,proSCT,Fetal,0.997
chr19:11950000-12000000,up,0.0268011552852476,EVT,Fetal,0.999
chr18:51750000-51800000,up,0.0267920252856791,SCT_B,Fetal,1
chr20:700000-750000,up,0.0267892597840264,SCT_B,Fetal,1
chr5:86350000-86400000,up,0.0267793903344649,SCT_B,Fetal,1
chr1:23500000-23550000,up,0.0267785854432605,SCT_B,Fetal,1
chr4:76450000-76500000,up,0.0267475474158257,SCT_B,Fetal,1
chr8:22450000-22500000,up,0.0267396582922315,vEC,Maternal,0.8
chr6:139000000-139050000,up,0.0267374917120908,SCT_B,Fetal,1
chr2:24200000-24250000,up,0.0267324482399352,SCT_B,Fetal,1
chr3:185800000-185850000,up,0.0267279035013313,CD14_M,Maternal,0.889
chr14:74000000-74050000,up,0.0267124628310842,SCT,Fetal,1
chr14:106050000-106100000,up,0.0267076208817259,SCT,Fetal,1
chr21:27750000-27800000,up,0.0267060575066243,SCT,Fetal,1
chr9:134250000-134300000,up,0.0266864762648139,eEVT,Fetal,1
chr8:144100000-144150000,up,0.0266802949347082,eEVT,Fetal,1
chr12:122900000-122950000,up,0.0266770446140186,SCT_B,Fetal,1
chr7:26650000-26700000,up,0.0266655687505126,SCT,Fetal,1
chr14:75450000-75500000,up,0.0266651154850999,SCT_B,Fetal,1
chr3:193900000-193950000,up,0.0266592989482514,SCT,Fetal,1
chr3:124250000-124300000,up,0.0266500130906905,SCT_B,Fetal,1
chr6:26100000-26150000,up,0.0266377497493436,T,Maternal,0.689
chr4:77150000-77200000,up,0.0266347913002323,SCT_B,Fetal,1
chr2:69950000-70000000,up,0.0266145393239643,SCT,Fetal,1
chr15:59150000-59200000,up,0.0266108417023885,SCT_B,Fetal,1
chr16:12500000-12550000,up,0.0266096086611278,SCT,Fetal,1
chr4:89650000-89700000,up,0.0265850431951919,proSCT,Fetal,0.997
chr20:33100000-33150000,up,0.0265817650785391,Epi,Maternal,0.991
chr8:8500000-8550000,up,0.0265696962029782,SCT_A,Fetal,1
chr19:11900000-11950000,up,0.0265639248035132,cilated,Maternal,1
chr1:16850000-16900000,up,0.0265444743725564,SCT_A,Fetal,1
chr2:187600000-187650000,up,0.0265428244019884,SCT,Fetal,1
chr10:8450000-8500000,up,0.0265404475150899,EVT,Fetal,0.999
chr12:50650000-50700000,up,0.0265306672199373,eEVT,Fetal,1
chr6:10450000-10500000,up,0.0265145566827654,SCT_A,Fetal,1
chr4:154000000-154050000,up,0.0265066674711817,SCT_B,Fetal,1
chr10:35000000-35050000,up,0.0265062638115404,proSCT,Fetal,0.997
chr12:46750000-46800000,up,0.0265035091817434,T,Maternal,0.689
chr19:4950000-5000000,up,0.0264975283465542,SCT_B,Fetal,1
chr19:54250000-54300000,up,0.0264705010364603,avVCT,Fetal,0.964
chr11:129150000-129200000,up,0.0264685152318524,VCT,Fetal,0.999
chr21:43350000-43400000,up,0.0264674515003946,aEC,Maternal,0.781
chr22:45050000-45100000,up,0.0264508698281019,SCT_B,Fetal,1
chr10:24900000-24950000,up,0.0264432387080375,proSCT,Fetal,0.997
chr4:57250000-57300000,up,0.0264408134128233,Ery,Fetal,0.612
chr19:8400000-8450000,up,0.026431074664899,fEC,Fetal,0.868
chr1:204150000-204200000,up,0.0264152571815052,SCT,Fetal,1
chr11:123050000-123100000,up,0.026391288753034,SCT,Fetal,1
chr12:46500000-46550000,up,0.0263854763450197,proSCT,Fetal,0.997
chr6:5150000-5200000,up,0.026384520549336,SCT,Fetal,1
chr1:120000000-120050000,up,0.0263789018834047,SCT_B,Fetal,1
chr2:71650000-71700000,up,0.0263713835995169,SCT_A,Fetal,1
chr3:48500000-48550000,up,0.0263683440629915,GC,Fetal,0.929
chr7:550000-600000,up,0.0263636374442109,pvSMC,Maternal,0.456
chr3:185350000-185400000,up,0.0263636332004677,iEVT,Fetal,1
chr6:138950000-139000000,up,0.0263585888799944,proSCT,Fetal,0.997
chr11:126200000-126250000,up,0.0263580896150009,SCT_B,Fetal,1
chr1:209600000-209650000,up,0.0263466015899148,VCT,Fetal,0.999
chr22:38250000-38300000,up,0.0263452574108304,SCT_B,Fetal,1
chr1:178050000-178100000,up,0.0263235340161633,SCT,Fetal,1
chr12:93500000-93550000,up,0.0263213043930527,SCT,Fetal,1
chr13:29100000-29150000,up,0.0263164784223158,EVT,Fetal,0.999
chr14:55000000-55050000,up,0.0263052122422549,pvSMC,Maternal,0.456
chr4:187000000-187050000,up,0.0263000453926294,Epi,Maternal,0.991
chr1:229500000-229550000,up,0.0262957197554367,SCT_B,Fetal,1
chr6:140300000-140350000,up,0.0262833357004537,SCT_B,Fetal,1
chr3:183850000-183900000,up,0.0262681399875788,GC,Fetal,0.929
chr11:94500000-94550000,up,0.0262660813732317,SCT_A,Fetal,1
chr17:63450000-63500000,up,0.0262598633183737,EVT,Fetal,0.999
chr20:52250000-52300000,up,0.0262524151757459,SCT_B,Fetal,1
chr19:20250000-20300000,up,0.0262515327517139,EVT,Fetal,0.999
chr8:30100000-30150000,up,0.026249580127885,iEVT,Fetal,1
chr20:60900000-60950000,up,0.0262373316001121,Epi,Maternal,0.991
chr8:42350000-42400000,up,0.0262362978746655,cycling_VCT,Fetal,0.959
chr1:29550000-29600000,up,0.0262288577104867,cilated,Maternal,1
chr2:105900000-105950000,up,0.0262251526370922,VCT,Fetal,0.999
chr4:188900000-188950000,up,0.0262245586971524,eEVT,Fetal,1
chr14:34800000-34850000,up,0.026220631141445,SCT_B,Fetal,1
chr3:12800000-12850000,up,0.0262164034485789,SCT_B,Fetal,1
chr8:67250000-67300000,up,0.0262163249156839,SCT_B,Fetal,1
chr1:244050000-244100000,up,0.0261928794328377,SCT,Fetal,1
chr14:34600000-34650000,up,0.0261926344491085,SCT,Fetal,1
chr10:61700000-61750000,up,0.0261862706313492,SCT_B,Fetal,1
chr15:80950000-81000000,up,0.0261841199133006,SCT_B,Fetal,1
chr7:143100000-143150000,up,0.0261828415362051,SCT_B,Fetal,1
chr19:34800000-34850000,up,0.0261760034076555,fEC,Fetal,0.868
chr11:106000000-106050000,up,0.0261744585650653,SCT_A,Fetal,1
chr1:16900000-16950000,up,0.0261710960153744,cilated,Maternal,1
chr6:7400000-7450000,up,0.0261520952680384,VCT,Fetal,0.999
chr1:161100000-161150000,up,0.0261242530809249,SCT_B,Fetal,1
chr17:39100000-39150000,up,0.0260945155704433,SCT_B,Fetal,1
chr3:124400000-124450000,up,0.0260723817914706,SCT,Fetal,1
chr8:127550000-127600000,up,0.0260720981020183,Epi,Maternal,0.991
chr6:17350000-17400000,up,0.0260677406048943,SCT_B,Fetal,1
chr5:73600000-73650000,up,0.0260639287966589,SCT_B,Fetal,1
chr3:124750000-124800000,up,0.0260438997888536,eEVT,Fetal,1
chr6:25200000-25250000,up,0.0260377959307271,SCT_B,Fetal,1
chr3:189500000-189550000,up,0.0260229377523878,VCT,Fetal,0.999
chr4:40500000-40550000,up,0.0259937637990086,proSCT,Fetal,0.997
chr18:56500000-56550000,up,0.0259847079152705,fEC,Fetal,0.868
chr17:5150000-5200000,up,0.0259732925583139,eEVT,Fetal,1
chr2:223600000-223650000,up,0.0259652137711378,iEVT,Fetal,1
chr8:37750000-37800000,up,0.0259583143771687,SCT_B,Fetal,1
chr16:66300000-66350000,up,0.0259550911737174,SCT_B,Fetal,1
chr10:115200000-115250000,up,0.0259464465178503,eEVT,Fetal,1
chr8:126000000-126050000,up,0.025942749695665,proSCT,Fetal,0.997
chr13:47150000-47200000,up,0.0259389398824189,SCT,Fetal,1
chr16:68800000-68850000,up,0.0259377247522143,VCT,Fetal,0.999
chr16:46750000-46800000,up,0.0259301819060371,VCT,Fetal,0.999
chr12:93300000-93350000,up,0.0259114796025929,SCT_B,Fetal,1
chr1:117850000-117900000,up,0.0259000119516295,SCT,Fetal,1
chr7:47450000-47500000,up,0.0258971057685149,eEVT,Fetal,1
chr2:71950000-72000000,up,0.025895822272914,proSCT,Fetal,0.997
chr2:85950000-86000000,up,0.0258850215364272,uDSC,Maternal,0.99
chr11:129600000-129650000,up,0.0258766406423346,iEVT,Fetal,1
chr21:17000000-17050000,up,0.0258713890766038,SCT_B,Fetal,1
chr13:52750000-52800000,up,0.0258641502907666,proSCT,Fetal,0.997
chr3:37950000-38000000,up,0.0258583488253009,VCT,Fetal,0.999
chr19:2850000-2900000,up,0.0258445166160202,SCT_A,Fetal,1
chr1:178200000-178250000,up,0.0258333997247104,SCT_A,Fetal,1
chr8:41900000-41950000,up,0.0258167273731603,SCT_B,Fetal,1
chr3:150800000-150850000,up,0.0258165744181131,SCT,Fetal,1
chr15:65100000-65150000,up,0.0258155747349473,HB,Fetal,0.803
chr5:105200000-105250000,up,0.0258117081763624,SCT_B,Fetal,1
chr10:103850000-103900000,up,0.0258076523297258,T,Maternal,0.689
chr2:236400000-236450000,up,0.0257839529343873,cilated,Maternal,1
chr1:62600000-62650000,up,0.0257709668290091,VCT,Fetal,0.999
chr2:46900000-46950000,up,0.0257388116250294,Ery,Fetal,0.612
chr2:56050000-56100000,up,0.0257370449713977,aEC,Maternal,0.781
chr20:19750000-19800000,up,0.0257338084875271,fEC,Fetal,0.868
chr18:8900000-8950000,up,0.0256925726771517,VCT,Fetal,0.999
chr18:20900000-20950000,up,0.0256780518810741,SCT,Fetal,1
chr8:26050000-26100000,up,0.0256723906051602,SCT_B,Fetal,1
chr17:54750000-54800000,up,0.0256711650267982,EVT,Fetal,0.999
chr3:58050000-58100000,up,0.0256695726322479,EVT,Fetal,0.999
chr8:26100000-26150000,up,0.0256656483551059,fEC,Fetal,0.868
chr2:242000000-242050000,up,0.0256527265100339,cilated,Maternal,1
chr20:52350000-52400000,up,0.0256443365224181,SCT_B,Fetal,1
chr10:94150000-94200000,up,0.0256386793209185,SCT,Fetal,1
chr16:54150000-54200000,up,0.0256363807974473,SCT_A,Fetal,1
chr1:214700000-214750000,up,0.025628389045046,aEC,Maternal,0.781
chr10:11900000-11950000,up,0.0256282805640658,avVCT,Fetal,0.964
chr1:32100000-32150000,up,0.0255909266060363,avVCT,Fetal,0.964
chr8:10650000-10700000,up,0.0255847473711874,fEC,Fetal,0.868
chr1:19200000-19250000,up,0.02556681275786,VCT,Fetal,0.999
chr18:45850000-45900000,up,0.0255483760001989,VCT,Fetal,0.999
chr20:300000-350000,up,0.0255459479826722,cilated,Maternal,1
chr1:113250000-113300000,up,0.0255452618445386,pvSMC,Maternal,0.456
chr16:1700000-1750000,up,0.025535810443612,Epi,Maternal,0.991
chr10:5600000-5650000,up,0.0255336891974456,SCT_B,Fetal,1
chr1:110900000-110950000,up,0.0255188766124461,SCT,Fetal,1
chr12:125400000-125450000,up,0.0255180654844678,eEVT,Fetal,1
chr1:8100000-8150000,up,0.0255170264913354,iEVT,Fetal,1
chr19:41300000-41350000,up,0.025514572189052,T,Maternal,0.689
chr17:64900000-64950000,up,0.0254859884551483,VCT,Fetal,0.999
chr6:4550000-4600000,up,0.0254688020499449,iEVT,Fetal,1
chr7:1050000-1100000,up,0.0254559496239878,eEVT,Fetal,1
chr5:43200000-43250000,up,0.0254541780777467,SCT_A,Fetal,1
chr1:33350000-33400000,up,0.0254519544943417,SCT,Fetal,1
chr9:112950000-113000000,up,0.0254478044067434,SCT_B,Fetal,1
chr11:73450000-73500000,up,0.0254472474515325,SCT_B,Fetal,1
chr13:73650000-73700000,up,0.0254400715038141,SCT,Fetal,1
chr17:53800000-53850000,up,0.0254311821249639,SCT,Fetal,1
chr6:47050000-47100000,up,0.0254309848744003,iEVT,Fetal,1
chr9:7150000-7200000,up,0.0254239179907051,SCT,Fetal,1
chr13:20950000-21000000,up,0.0254205465565395,eEVT,Fetal,1
chr8:96050000-96100000,up,0.0254180294581102,SCT_B,Fetal,1
chr4:149550000-149600000,up,0.0254127193616901,SCT_B,Fetal,1
chr4:141150000-141200000,up,0.0254105636431188,SCT,Fetal,1
chr7:148650000-148700000,up,0.0253960287605291,T,Maternal,0.689
chr11:101300000-101350000,up,0.0253800680976603,VCT,Fetal,0.999
chr5:127850000-127900000,up,0.0253753899288049,VCT,Fetal,0.999
chr10:4000000-4050000,up,0.025372340457098,HB,Fetal,0.803
chr18:60150000-60200000,up,0.0253646455613668,T,Maternal,0.689
chr3:11700000-11750000,up,0.0253595779396896,EVT,Fetal,0.999
chr5:149250000-149300000,up,0.0252609543241472,proSCT,Fetal,0.997
chr17:60900000-60950000,up,0.0252515453877409,EVT,Fetal,0.999
chr22:22750000-22800000,up,0.0252446242477429,SCT,Fetal,1
chr12:107400000-107450000,up,0.0252062919393009,SCT_B,Fetal,1
chr9:127450000-127500000,up,0.0252038624647218,eEVT,Fetal,1
chr3:51500000-51550000,up,0.0251995600718719,T,Maternal,0.689
chr8:38250000-38300000,up,0.025191247574107,EVT,Fetal,0.999
chr15:63150000-63200000,up,0.0251866909919698,EVT,Fetal,0.999
chr3:105600000-105650000,up,0.0251726222476007,SCT,Fetal,1
chr6:161350000-161400000,up,0.0251541714171739,SCT_A,Fetal,1
chr10:24500000-24550000,up,0.0251539220095174,avVCT,Fetal,0.964
chr10:115800000-115850000,up,0.0251531565699322,VCT,Fetal,0.999
chr2:69650000-69700000,up,0.0251459213939404,proSCT,Fetal,0.997
